categorias,codigo_categoria,codigo_cliente_fornecedor,codigo_lancamento_integracao,codigo_lancamento_omie,codigo_tipo_documento,data_emissao,data_previsao,data_registro,data_vencimento,distribuicao,id_conta_corrente,id_origem,nCodOS,numero_documento,numero_documento_fiscal,numero_parcela,numero_pedido,operacao,retem_cofins,retem_csll,retem_inss,retem_ir,retem_iss,retem_pis,status_titulo,tipo_agrupamento,valor_cofins,valor_csll,valor_documento,valor_ir,valor_pis,boleto.cGerado,boleto.cNumBancario,boleto.cNumBoleto,boleto.dDtEmBol,boleto.nPerJuros,boleto.nPerMulta,info.cImpAPI,info.dAlt,info.dInc,info.hAlt,info.hInc,info.uAlt,info.uInc,cNumeroContrato,codigo_barras_ficha_compensacao,bloqueado,bloquear_baixa,valor_iss,bloquear_exclusao,codigo_vendedor,Minha Empresa Nome,Minha Empresa CNPJ
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 450}]",1.01.01,1800441102,,1803358571,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358431.0,RPS 53,202200000000297,001/001,166,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290170-2,290170,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:04,18:26:28,P000424166,P000424166,548,34191.09008 29017.020321 89964.000007 1 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 450}]",1.01.01,1800441114,,1803358694,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358443.0,RPS 54,202200000000298,001/001,167,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290171-0,290171,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:04,18:26:43,P000424166,P000424166,549,34191.09008 29017.100321 89964.000007 5 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 450}]",1.01.01,1800441118,,1803358762,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358454.0,RPS 55,202200000000299,001/001,168,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290172-8,290172,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:05,18:26:50,P000424166,P000424166,550,34191.09008 29017.280321 89964.000007 7 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441122,,1803358819,BOL,02/08/2022,25/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358468.0,RPS 56,202200000000300,001/001,169,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,N,109/00290299-9,290299,,1,2,N,24/08/2022,02/08/2022,09:29:57,18:26:57,P000424166,P000424166,558,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441129,,1803358918,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358484.0,RPS 57,202200000000301,001/001,170,01,N,N,N,N,N,N,ATRASADO,I,,,350.0,,,N,,,,1,2,N,30/01/2023,02/08/2022,11:24:10,18:27:09,P000424166,P000424166,563,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 3135}]",1.01.01,1800441133,,1803358989,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358495.0,RPS 58,202200000000302,001/001,171,01,S,S,N,S,N,S,CANCELADO,I,94.05,31.35,3135.0,47.03,20.38,N,,,,1,2,N,05/09/2022,02/08/2022,08:52:15,18:27:18,P000424166,P000424166,579,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 1900}]",1.01.01,1800441138,,1803359049,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358510.0,RPS 59,202200000000303,001/001,172,01,S,S,N,S,N,S,RECEBIDO,I,57.0,19.0,1900.0,28.5,12.35,S,109/00290176-9,290176,02/08/2022,1,2,N,16/08/2022,02/08/2022,11:04:35,18:27:25,P000424166,P000424166,581,34191.09008 29017.690321 89964.000007 6 90780000178315,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 825}]",1.01.01,1800441150,,1803359120,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358523.0,RPS 60,202200000000304,001/001,173,01,S,S,N,S,N,S,RECEBIDO,I,24.75,8.25,825.0,12.38,5.36,S,109/00290177-7,290177,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:25,18:27:32,P000424166,P000424166,583,34191.09008 29017.770321 89964.000007 6 90730000077426,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 780}]",1.01.01,1800441181,,1803359173,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358532.0,RPS 61,202200000000305,001/001,174,01,S,S,N,S,N,S,RECEBIDO,I,23.4,7.8,780.0,11.7,5.07,S,109/00290178-5,290178,02/08/2022,1,2,N,16/08/2022,02/08/2022,11:04:35,18:27:39,P000424166,P000424166,593,34191.09008 29017.850321 89964.000007 5 90780000073203,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.96', 'percentual': 100, 'valor': 350}]",1.01.96,1801298127,,1803359240,BOL,02/08/2022,28/11/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358542.0,RPS 62,202200000000306,001/001,175,01,S,S,N,N,N,S,CANCELADO,I,10.5,3.5,350.0,,2.28,N,,,,1,2,N,31/03/2023,02/08/2022,16:01:27,18:27:47,P000424166,P000424166,595,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 735}]",1.01.01,1800441189,,1803359311,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358570.0,RPS 63,202200000000307,001/001,176,01,S,S,N,S,N,S,RECEBIDO,I,22.05,7.35,735.0,11.03,4.78,S,109/00290180-1,290180,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:25,18:27:54,P000424166,P000424166,597,34191.09008 29018.010321 89964.000007 9 90730000068979,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 735}]",1.01.01,1800441199,,1803359354,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358582.0,RPS 64,202200000000308,001/001,177,01,S,S,N,S,N,S,RECEBIDO,I,22.05,7.35,735.0,11.03,4.78,S,109/00290181-9,290181,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:26,18:28:00,P000424166,P000424166,600,34191.09008 29018.190321 89964.000007 1 90730000068979,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441207,,1803359397,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358588.0,RPS 65,202200000000309,001/001,178,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,N,,,,1,2,N,27/10/2022,02/08/2022,16:25:52,18:28:06,P000424166,P000424166,606,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 300}]",1.01.02,1803261864,,1803359435,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358605.0,RPS 66,202200000000310,001/001,179,01,N,N,N,N,N,N,CANCELADO,I,,,300.0,,,N,,,,1,2,N,16/11/2022,02/08/2022,15:08:43,18:28:13,P000424166,P000424166,613,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.96', 'percentual': 100, 'valor': 350}]",1.01.96,1800441219,,1803359467,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358619.0,RPS 67,202200000000311,001/001,180,01,S,S,N,N,N,S,CANCELADO,I,10.5,3.5,350.0,,2.28,N,,,,1,2,N,02/09/2022,02/08/2022,08:55:53,18:28:19,P000424166,P000424166,619,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 600}]",1.01.01,1801298143,,1803359766,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358629.0,RPS 68,202200000000312,001/001,181,01,S,S,N,N,N,S,CANCELADO,I,18.0,6.0,600.0,,3.9,N,,,,1,2,N,30/11/2022,02/08/2022,09:49:16,18:29:29,P000424166,P000424166,623,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 645}]",1.01.01,1801298147,,1803359816,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358639.0,RPS 69,202200000000313,001/001,182,01,S,S,N,N,N,S,CANCELADO,I,19.35,6.45,645.0,,4.19,N,,,,1,2,N,30/11/2022,02/08/2022,09:49:16,18:29:39,P000424166,P000424166,624,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 450}]",1.01.98,1800441223,,1803359858,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358649.0,RPS 70,202200000000314,001/001,183,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290187-6,290187,02/08/2022,1,2,N,21/06/2023,02/08/2022,16:01:59,18:29:47,P000424166,P000424166,628,34191.09008 29018.760321 89964.000007 5 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 450}]",1.01.98,1800441227,,1803359900,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358666.0,RPS 71,202200000000315,001/001,184,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290188-4,290188,02/08/2022,1,2,N,21/06/2023,02/08/2022,16:11:35,18:29:56,P000424166,P000424166,629,34191.09008 29018.840321 89964.000007 1 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 450}]",1.01.98,1800441231,,1803359954,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358677.0,RPS 72,202200000000316,001/001,185,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290189-2,290189,02/08/2022,1,2,N,19/09/2023,02/08/2022,16:08:05,18:30:07,P000424166,P000424166,630,34191.09008 29018.920321 89964.000007 6 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441235,,1803360020,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358691.0,RPS 73,202200000000317,001/001,186,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290190-0,290190,02/08/2022,1,2,N,16/08/2022,02/08/2022,11:04:36,18:30:16,P000424166,P000424166,641,34191.09008 29019.000321 89964.000007 2 90820000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441246,,1803360071,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358704.0,RPS 74,202200000000318,001/001,187,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,30/08/2022,02/08/2022,09:15:53,18:30:27,P000424166,P000424166,654,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441258,,1803360114,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358718.0,RPS 75,202200000000319,001/001,188,01,N,N,N,N,N,N,ATRASADO,I,,,350.0,,,N,,,,1,2,N,16/11/2022,02/08/2022,15:08:43,18:30:37,P000424166,P000424166,659,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1803261543,,1803360167,BOL,02/08/2022,27/12/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358732.0,RPS 76,202200000000320,001/001,189,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,N,,,,1,2,N,29/12/2022,02/08/2022,08:36:17,18:30:49,P000424166,P000424166,664,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 500}]",1.01.02,1800441262,,1803360213,BOL,02/08/2022,25/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358747.0,RPS 77,202200000000321,001/001,190,01,N,N,N,N,N,N,RECEBIDO,I,,,500.0,,,S,109/00290194-2,290194,16/08/2022,1,2,N,26/08/2022,02/08/2022,08:56:43,18:30:58,P000424166,P000424166,665,34191.09008 29019.420321 89964.000007 8 90880000050000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441266,,1803360259,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358753.0,RPS 78,202200000000322,001/001,191,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290195-9,290195,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:26,18:31:07,P000424166,P000424166,671,34191.09008 29019.590321 89964.000007 1 90730000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441270,,1803360301,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358768.0,RPS 79,202200000000323,001/001,192,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290196-7,290196,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:27,18:31:17,P000424166,P000424166,673,34191.09008 29019.670321 89964.000007 5 90730000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441274,,1803360355,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358775.0,RPS 80,202200000000324,001/001,193,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,15/02/2023,02/08/2022,11:57:25,18:31:27,P000424166,P000424166,676,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441278,,1803360409,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358792.0,RPS 81,202200000000325,001/001,194,01,N,N,N,N,N,N,ATRASADO,I,,,350.0,,,N,,,,1,2,N,10/01/2023,02/08/2022,18:42:08,18:31:38,P000424166,P000424166,688,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 825}]",1.01.01,1800441286,,1803360472,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358803.0,RPS 82,202200000000326,001/001,195,01,S,S,N,S,N,S,RECEBIDO,I,24.75,8.25,825.0,12.38,5.36,N,,,,1,2,N,24/08/2022,02/08/2022,09:31:30,18:31:48,P000424166,P000424166,717,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441294,,1803360518,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358814.0,RPS 83,202200000000327,001/001,196,01,N,N,N,N,N,N,ATRASADO,I,,,350.0,,,N,,,,1,2,N,09/12/2022,02/08/2022,08:39:50,18:31:58,P000424166,P000424166,733,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 150}]",1.01.02,1800441298,,1803360567,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358830.0,RPS 84,202200000000328,001/001,197,01,N,N,N,N,N,N,CANCELADO,I,,,150.0,,,N,,,,1,2,N,19/09/2022,02/08/2022,15:21:12,18:32:08,P000424166,P000424166,734,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441321,,1803360603,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358850.0,RPS 85,202200000000329,001/001,198,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,S,109/00290202-3,290202,02/08/2022,1,2,N,11/08/2022,02/08/2022,08:32:27,18:32:17,P000424166,P000424166,738,34191.09008 29020.230321 89964.000007 1 90730000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1801298163,,1803360645,BOL,02/08/2022,05/08/2022,02/08/2022,05/08/2022,[],1801365323,VENR,1803358866.0,RPS 86,202200000000330,001/001,199,01,N,N,N,N,N,N,ATRASADO,I,,,350.0,,,N,,,,1,2,N,06/12/2022,02/08/2022,09:46:58,18:32:27,P000424166,P000424166,818,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 150}]",1.01.02,1800441325,,1803360683,BOL,02/08/2022,25/08/2022,02/08/2022,05/08/2022,[],1801365323,VENR,1803358882.0,RPS 87,202200000000331,001/001,200,01,N,N,N,N,N,N,RECEBIDO,I,,,150.0,,,S,109/00290204-9,290204,24/08/2022,1,2,N,25/08/2022,02/08/2022,09:01:43,18:32:35,P000424166,P000424166,829,34191.09008 29020.490321 89964.000007 3 90880000015000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.96', 'percentual': 100, 'valor': 350}]",1.01.96,1801298167,,1803360752,BOL,02/08/2022,26/09/2022,02/08/2022,05/08/2022,[],1801365323,VENR,1803358894.0,RPS 88,202200000000332,001/001,201,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,30/09/2022,02/08/2022,11:24:35,18:32:51,P000424166,P000424166,833,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 403}]",1.01.01,1800441329,,1803360788,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358906.0,RPS 89,202200000000333,001/001,202,01,N,N,N,N,N,N,RECEBIDO,I,,,403.0,,,S,109/00290206-4,290206,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:07,18:32:59,P000424166,P000424166,840,34191.09008 29020.640321 89964.000007 2 90820000040300,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 403}]",1.01.01,1800441333,,1803360882,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358916.0,RPS 90,202200000000334,001/001,203,01,N,N,N,N,N,N,RECEBIDO,I,,,403.0,,,S,109/00290207-2,290207,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:07,18:33:21,P000424166,P000424166,841,34191.09008 29020.720321 89964.000007 8 90820000040300,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 403}]",1.01.01,1800441337,,1803360936,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358929.0,RPS 91,202200000000335,001/001,204,01,N,N,N,N,N,N,RECEBIDO,I,,,403.0,,,S,109/00290208-0,290208,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:08,18:33:31,P000424166,P000424166,842,34191.09008 29020.800321 89964.000007 3 90820000040300,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 450}]",1.01.01,1800441341,,1803361003,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358937.0,RPS 92,202200000000336,001/001,205,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290209-8,290209,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:08,18:33:41,P000424166,P000424166,844,34191.09008 29020.980321 89964.000007 1 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 300}]",1.01.02,1800441345,,1803361055,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358953.0,RPS 93,202200000000337,001/001,206,01,S,S,N,N,N,S,CANCELADO,I,9.0,3.0,300.0,,1.95,N,,,,1,2,N,16/08/2022,02/08/2022,11:04:37,18:33:49,P000424166,P000424166,847,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 250}]",1.01.98,1800441349,,1803361104,BOL,02/08/2022,30/09/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803358964.0,RPS 94,202200000000338,001/001,207,01,N,N,N,N,N,N,ATRASADO,I,,,250.0,,,N,,,,1,2,N,10/01/2023,02/08/2022,18:00:18,18:33:58,P000424166,P000424166,849,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441353,,1803361144,BOL,02/08/2022,25/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803358974.0,RPS 95,202200000000339,001/001,208,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290212-2,290212,10/08/2022,1,2,N,26/08/2022,02/08/2022,08:56:44,18:34:06,P000424166,P000424166,866,34191.09008 29021.220321 89964.000007 1 90880000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441357,,1803361153,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803358985.0,RPS 96,202200000000340,001/001,209,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290213-0,290213,22/08/2022,1,2,N,29/08/2022,02/08/2022,08:59:20,18:34:17,P000424166,P000424166,868,34191.09008 29021.300321 89964.000007 1 90780000035784,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.98', 'percentual': 100, 'valor': 300}]",1.01.98,1800441366,,1803361164,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359001.0,RPS 97,202200000000341,001/001,210,01,N,N,N,N,N,N,CANCELADO,I,,,300.0,,,N,,,,1,2,N,14/09/2022,02/08/2022,11:27:39,18:34:26,P000424166,P000424166,882,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441370,,1803361178,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803359011.0,RPS 98,202200000000342,001/001,211,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,05/09/2022,02/08/2022,08:52:16,18:34:35,P000424166,P000424166,892,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 350}]",1.01.01,1800441374,,1803361189,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359028.0,RPS 99,202200000000343,001/001,212,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290216-3,290216,02/08/2022,1,2,N,17/08/2022,02/08/2022,09:03:53,18:34:43,P000424166,P000424166,893,34191.09008 29021.630321 89964.000007 3 90820000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441378,,1803361199,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359039.0,RPS 100,202200000000344,001/001,213,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,05/09/2022,02/08/2022,08:52:16,18:34:52,P000424166,P000424166,904,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441382,,1803361216,BOL,02/08/2022,10/08/2022,02/08/2022,10/08/2022,[],1801365323,VENR,1803359046.0,RPS 101,202200000000345,001/001,214,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,N,109/00290218-9,290218,,1,2,N,09/08/2022,02/08/2022,22:08:08,18:35:00,P000424166,P000424166,910,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441395,,1803361242,BOL,02/08/2022,21/09/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803359059.0,RPS 102,202200000000346,001/001,215,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290219-7,290219,21/09/2022,1,2,N,22/09/2022,02/08/2022,08:50:11,18:35:08,P000424166,P000424166,916,34191.09008 29021.970321 89964.000007 4 91150000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1801298175,,1803361255,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359071.0,RPS 103,202200000000347,001/001,216,01,N,N,N,N,N,N,CANCELADO,I,,,350.0,,,N,,,,1,2,N,18/01/2023,02/08/2022,11:07:42,18:35:18,P000424166,P000424166,918,,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.01', 'percentual': 100, 'valor': 450}]",1.01.01,1800441399,,1803361263,BOL,02/08/2022,19/08/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359092.0,RPS 104,202200000000348,001/001,217,01,N,N,N,N,N,N,RECEBIDO,I,,,450.0,,,S,109/00290221-3,290221,02/08/2022,1,2,N,22/08/2022,02/08/2022,11:02:09,18:35:27,P000424166,P000424166,930,34191.09008 29022.130321 89964.000007 5 90820000045000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1800441403,,1803361273,BOL,02/08/2022,15/08/2022,02/08/2022,15/08/2022,[],1801365323,VENR,1803359103.0,RPS 105,202200000000349,001/001,218,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290222-1,290222,02/08/2022,1,2,N,16/08/2022,02/08/2022,11:04:38,18:35:36,P000424166,P000424166,932,34191.09008 29022.210321 89964.000007 5 90780000035000,,,,,,E-contábil,42.974.955/0001-90
"[{'codigo_categoria': '1.01.02', 'percentual': 100, 'valor': 350}]",1.01.02,1801298179,,1803361308,BOL,02/08/2022,21/09/2022,02/08/2022,19/08/2022,[],1801365323,VENR,1803359115.0,RPS 106,202200000000350,001/001,219,01,N,N,N,N,N,N,RECEBIDO,I,,,350.0,,,S,109/00290223-9,290223,21/09/2022,1,2,N,22/09/2022,02/08/2022,08:50:12,18:35:46,P000424166,P000424166,933,34191.09008 29022.390321 89964.000007 7 91150000035000,,,,,,E-contábil,42.974.955/0001-90
